Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (deg),AVCS In Left (deg),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Calculated Load Ext (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (deg),Fine Knock Learn (deg),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (deg),Ignition Timing (deg),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI (deg),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.5.0-25420][2021 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1 91 v400.ptm - Realtime: Stage1 91 v400.ptm]"
355.116,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.12,-11.37,-11.38,14.58,0.16,0.17,13.02,192,0.875,0,0.00,0.00,4,557,438,3,-1.5,10.50,1.10,0.653,180,109,118,5.56,1.18,3.13,207,2017,0.00,1.17,0.000,0.00,1.000,-10.22,5.9,27,0.00,0
355.197,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.36,-11.37,-11.37,14.58,0.16,0.17,13.02,192,0.875,0,0.00,0.00,4,557,438,3,-1.5,10.50,1.09,0.653,180,109,118,5.55,1.18,3.13,207,2012,0.00,1.17,0.000,0.00,1.000,-10.20,5.9,27,0.00,0
355.256,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.28,-11.38,-11.38,14.58,0.16,0.17,13.02,192,0.875,0,0.00,0.00,4,557,438,3,-1.5,10.50,1.09,0.653,180,109,118,5.56,1.18,3.12,207,2010,0.00,1.19,0.000,0.00,1.000,-10.19,5.9,27,0.00,0
355.314,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.28,-11.39,-11.37,14.58,0.16,0.17,13.02,192,0.875,0,0.00,0.00,4,557,438,3,-1.5,10.50,1.09,0.653,180,109,118,5.58,1.18,3.12,207,2011,0.00,1.18,0.000,0.00,1.000,-10.19,5.9,27,0.00,0
355.396,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.28,-11.39,-11.37,14.58,0.16,0.17,13.02,192,0.875,0,0.00,0.00,4,557,438,3,-1.5,10.50,1.09,0.653,180,109,118,5.57,1.18,3.12,207,2006,0.00,1.18,0.000,0.00,1.000,-10.19,5.9,27,0.00,0
355.455,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.28,-11.38,-11.37,14.59,0.16,0.17,13.02,192,0.875,0,0.00,0.00,4,563,438,3,-1.5,10.50,1.09,0.653,180,109,118,5.55,1.16,3.12,207,1997,0.00,1.21,0.000,0.00,1.000,-10.15,5.9,27,0.00,0
355.527,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.28,-11.41,-11.38,14.58,0.16,0.17,13.02,192,0.875,0,0.00,0.00,4,563,438,3,-1.5,10.50,1.09,0.653,180,109,118,5.52,1.18,3.10,207,2001,0.00,1.22,0.000,0.00,1.000,-10.16,5.9,27,0.00,0
355.577,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.28,-11.40,-11.38,14.59,0.16,0.17,13.02,192,0.875,0,0.00,0.00,4,563,438,3,-1.5,10.50,1.09,0.653,180,109,118,5.51,1.16,3.10,207,1998,0.00,1.23,0.000,0.00,1.000,-10.16,5.9,27,0.00,0
355.651,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.28,-11.41,-11.38,14.59,0.16,0.17,13.07,192,0.875,0,0.00,0.00,4,563,438,3,-1.5,10.50,1.08,0.653,180,109,118,5.47,1.16,3.10,207,1990,0.00,1.24,0.000,0.00,1.000,-10.14,5.9,27,0.00,0
355.724,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.04,-11.42,-11.40,14.59,0.16,0.16,13.07,192,0.875,0,0.00,0.00,4,563,438,3,-1.5,10.50,1.08,0.653,180,109,118,5.42,1.16,3.08,207,1992,0.00,1.26,0.000,0.00,1.000,-10.15,5.9,27,0.00,0
355.788,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.36,-11.42,-11.42,14.59,0.16,0.16,13.07,192,0.875,0,0.00,0.00,4,568,438,3,-1.5,10.00,1.08,0.653,180,109,118,5.34,1.16,3.08,207,1981,0.00,1.28,0.000,0.00,1.000,-10.13,5.9,27,0.00,0
355.868,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.28,-11.43,-11.42,14.59,0.16,0.16,13.07,192,0.875,0,0.00,0.00,4,568,438,3,-1.5,10.00,1.08,0.653,180,109,118,5.34,1.16,3.08,207,1977,0.00,1.30,0.000,0.00,1.000,-10.13,5.9,27,0.00,0
355.924,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.37,-11.42,14.59,0.16,0.16,13.07,192,0.875,0,0.00,0.00,4,568,438,3,-1.5,10.00,1.07,0.653,180,109,118,5.36,1.16,3.13,207,1972,0.00,1.30,0.000,0.00,1.000,-10.12,5.9,27,0.00,0
356.011,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.40,-11.38,14.59,0.16,0.16,13.07,192,0.875,0,0.00,0.00,4,568,438,3,-1.5,10.00,1.07,0.653,180,109,118,5.37,1.16,3.11,207,1967,0.00,1.27,0.000,0.00,1.000,-10.11,5.9,27,0.00,0
356.068,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.84,-11.40,-11.39,14.59,0.16,0.16,13.07,192,0.875,0,0.00,0.00,4,573,438,3,-1.5,10.00,1.07,0.653,180,109,118,5.37,1.16,3.10,207,1959,0.00,1.29,0.000,0.00,1.000,-10.10,5.9,27,0.00,0
356.136,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.60,-11.40,-11.40,14.59,0.16,0.16,13.07,192,0.875,0,0.00,0.00,4,573,438,3,-1.5,10.00,1.06,0.653,180,109,118,5.37,1.16,3.10,207,1954,0.00,1.30,0.000,0.00,1.000,-10.09,5.9,27,0.00,0
356.197,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.34,-11.39,14.59,0.16,0.17,13.07,192,0.875,0,0.00,0.00,4,573,438,3,-1.5,10.00,1.06,0.653,180,109,118,5.39,1.16,3.16,207,1952,0.00,1.30,0.000,0.00,1.000,-10.09,5.9,27,0.00,0
356.244,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.38,-11.38,14.59,0.16,0.17,13.11,192,0.875,0,0.00,0.00,4,573,438,3,-1.5,10.00,1.06,0.653,180,109,118,5.38,1.16,3.12,207,1946,0.00,1.30,0.000,0.00,1.000,-10.08,5.5,27,0.00,0
356.325,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.68,-11.41,-11.41,14.59,0.16,0.16,13.11,192,0.875,0,0.00,0.00,4,573,438,3,-1.5,10.00,1.06,0.653,180,109,118,5.30,1.14,3.09,207,1943,0.00,1.33,0.000,0.00,1.000,-10.08,5.5,27,0.00,0
356.402,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.92,-11.42,-11.42,14.59,0.16,0.16,13.11,192,0.875,0,0.00,0.00,4,573,438,3,-1.5,10.00,1.05,0.653,180,109,118,5.21,1.14,3.08,207,1930,0.00,1.35,0.000,0.00,1.000,-10.06,5.5,27,0.00,0
356.477,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.92,-11.37,-11.41,14.59,0.16,0.16,13.11,192,0.875,0,0.00,0.00,4,579,438,3,-1.5,9.50,1.04,0.653,180,109,118,5.15,1.14,3.13,207,1915,0.00,1.37,0.000,0.00,1.000,-10.04,5.5,26,0.00,0
356.534,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.39,-11.38,14.59,0.16,0.16,13.11,190,0.875,0,0.00,0.00,4,579,438,3,-1.5,9.50,1.03,0.653,180,109,118,5.14,1.14,3.11,207,1902,0.00,1.37,0.000,0.00,1.000,-10.02,5.9,26,0.00,0
356.615,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.28,-11.36,14.59,0.16,0.17,13.16,190,0.875,0,0.00,0.00,4,579,438,3,-1.5,9.50,1.03,0.653,180,109,118,5.21,1.16,3.22,207,1891,0.00,1.36,0.000,0.00,1.000,-10.00,5.5,26,0.00,0
356.678,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.33,-11.38,14.59,0.16,0.16,13.16,190,0.875,0,0.00,0.00,4,584,438,3,-1.5,9.50,1.02,0.653,180,109,118,5.05,1.12,3.17,207,1882,0.00,1.39,0.000,0.00,1.000,-9.99,5.5,26,0.00,0
356.734,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.41,-11.41,14.59,0.16,0.16,13.16,190,0.875,0,0.00,0.00,4,584,438,3,-1.5,9.00,1.01,0.653,180,109,118,4.98,1.12,3.10,207,1866,0.00,1.43,0.000,0.00,1.000,-9.97,5.5,25,0.00,0
356.815,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.92,-11.40,-11.42,14.59,0.16,0.16,13.16,190,0.875,0,0.00,0.00,4,584,438,3,-1.0,9.50,1.01,0.653,180,109,118,4.94,1.12,3.11,207,1857,0.00,1.46,0.000,0.00,1.000,-9.96,5.5,25,0.00,0
356.879,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.38,-11.39,14.60,0.16,0.16,13.16,190,0.875,0,0.00,0.00,4,584,438,3,-1.0,9.50,1.00,0.653,180,109,118,4.91,1.12,3.12,207,1842,0.00,1.46,0.000,0.00,1.000,-9.93,5.5,25,0.00,0
356.934,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.39,-11.41,14.60,0.16,0.16,13.20,190,0.875,0,0.00,0.00,4,584,438,3,-1.0,9.00,0.99,0.653,180,109,118,4.85,1.12,3.11,207,1824,0.00,1.50,0.000,0.00,1.000,-9.91,5.1,25,0.00,0
357.004,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.41,-11.40,14.60,0.16,0.16,13.20,190,0.875,0,0.00,0.00,4,584,438,3,-1.0,9.00,0.99,0.653,180,109,118,4.81,1.10,3.09,207,1816,0.00,1.52,0.000,0.00,1.000,-9.90,5.1,25,0.00,0
357.085,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.36,-11.42,14.60,0.16,0.16,13.20,190,0.875,0,0.00,0.00,4,589,438,3,-1.0,9.00,0.98,0.653,180,109,118,4.78,1.10,3.14,207,1802,0.00,1.54,0.000,0.00,1.000,-9.88,5.1,25,0.00,0
357.150,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.44,-11.43,14.60,0.16,0.16,13.25,190,0.875,0,0.00,0.00,4,589,438,3,-1.0,9.00,0.97,0.653,180,109,118,4.72,1.12,3.06,207,1789,0.00,1.58,0.000,0.00,1.000,-9.85,5.1,25,0.00,0
357.205,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.47,-11.44,14.60,0.16,0.16,13.25,190,0.875,0,0.00,0.00,4,589,438,3,-1.0,8.50,0.97,0.653,180,109,118,4.66,1.10,3.04,207,1783,0.00,1.60,0.000,0.00,1.000,-9.85,5.1,24,0.00,0
357.288,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.92,-11.43,-11.46,14.60,0.16,0.16,13.25,190,0.875,0,0.00,0.00,4,589,438,3,-1.0,8.50,0.96,0.653,180,109,118,4.58,1.08,3.08,207,1764,0.00,1.64,0.000,0.00,1.000,-9.82,5.1,24,0.00,0
357.348,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.44,-11.48,14.60,0.16,0.16,13.25,190,0.875,0,0.00,0.00,4,589,438,3,-1.0,8.50,0.95,0.653,180,109,118,4.52,1.10,3.06,207,1749,0.00,1.68,0.000,0.00,1.000,-9.80,5.1,24,0.00,0
357.406,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.92,-11.45,-11.50,14.61,0.14,0.15,13.30,190,0.875,0,0.00,0.00,4,589,438,3,-1.0,8.50,0.95,0.653,180,109,118,4.46,1.06,3.05,207,1739,0.00,1.70,0.000,0.00,1.000,-9.79,4.7,24,0.00,0
357.460,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.51,-11.51,14.61,0.14,0.15,13.30,190,0.875,0,0.00,0.00,4,594,438,3,-0.5,8.50,0.94,0.653,180,109,118,4.39,1.06,3.00,207,1728,0.00,1.75,0.000,0.00,1.000,-9.76,4.7,24,0.00,0
357.516,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.55,-11.53,14.61,0.14,0.15,13.30,190,0.875,0,0.00,0.00,4,593,438,3,-0.5,8.50,0.93,0.653,180,109,118,4.33,1.08,2.96,207,1714,0.00,1.78,0.000,0.00,1.000,-9.74,4.7,24,0.00,0
357.587,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.58,-11.55,14.61,0.14,0.15,13.30,190,0.875,0,0.00,0.00,4,595,438,3,-0.5,8.50,0.93,0.653,180,109,118,4.31,1.06,2.93,207,1703,0.00,1.82,0.000,0.00,1.000,-9.73,4.7,24,0.00,0
357.638,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.60,-11.58,14.61,0.14,0.15,13.34,190,0.875,0,0.00,0.00,4,595,438,3,-0.5,8.50,0.92,0.653,180,109,118,4.27,1.08,2.90,207,1693,0.00,1.86,0.000,0.00,1.000,-9.71,4.7,24,0.00,0
357.695,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.57,-11.60,14.61,0.14,0.15,13.34,190,0.875,0,0.00,0.00,4,595,438,3,-0.5,8.50,0.91,0.653,180,109,118,4.18,1.06,2.94,207,1679,0.00,1.91,0.000,0.00,1.000,-9.69,4.7,23,0.00,0
357.788,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.57,-11.62,14.61,0.14,0.15,13.34,190,0.875,0,0.00,0.00,4,595,438,3,-0.5,8.50,0.91,0.653,180,109,118,4.10,1.04,2.94,207,1667,0.00,1.94,0.000,0.00,1.000,-9.68,4.7,23,0.00,0
357.844,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.60,-11.63,-11.65,14.61,0.14,0.15,13.34,190,0.875,0,0.00,0.00,4,595,438,3,-0.5,8.00,0.90,0.653,180,109,118,4.05,1.04,2.87,207,1650,0.00,1.98,0.000,0.00,1.000,-9.66,4.7,23,0.00,0
357.925,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.69,-11.67,14.61,0.14,0.15,13.39,190,0.875,0,0.00,0.00,4,599,438,3,-0.5,8.00,0.89,0.653,180,109,118,4.01,1.04,2.82,207,1634,0.00,2.04,0.000,0.00,1.000,-9.63,4.7,23,0.00,0
357.985,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.64,-11.67,14.61,0.14,0.15,13.39,190,0.875,0,0.00,0.00,4,600,438,3,-0.5,8.00,0.88,0.653,180,109,118,3.98,1.04,2.87,207,1621,0.00,2.06,0.000,0.00,1.000,-9.61,4.7,22,0.00,0
358.076,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.72,-11.69,14.61,0.14,0.15,13.39,190,0.875,0,0.00,0.00,4,600,438,3,0.0,8.00,0.87,0.653,180,109,118,3.94,1.04,2.79,207,1604,0.00,2.11,0.000,0.00,1.000,-9.58,4.7,22,0.00,0
358.144,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.69,-11.71,14.61,0.14,0.15,13.39,190,0.875,0,0.00,0.00,4,600,438,3,0.0,8.50,0.86,0.653,180,109,118,3.91,1.04,2.82,207,1589,0.00,2.16,0.000,0.00,1.000,-9.54,4.3,22,0.00,0
358.229,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.92,-11.75,-11.72,14.61,0.14,0.15,13.39,190,0.875,0,0.00,0.00,4,600,438,3,0.0,8.00,0.85,0.653,179,109,118,3.85,1.02,2.75,207,1568,0.00,2.26,0.000,0.00,1.000,-9.46,4.3,22,0.00,0
358.288,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.92,-11.70,-11.71,14.61,0.14,0.15,13.39,190,0.875,0,0.00,0.00,4,600,438,3,0.0,8.00,0.85,0.653,179,109,118,3.81,1.04,2.80,207,1556,0.00,2.31,0.000,0.00,1.000,-9.41,4.3,22,0.00,0
358.345,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.70,-11.72,14.61,0.14,0.15,13.39,190,0.875,0,0.00,0.00,4,601,438,3,0.0,8.00,0.84,0.653,178,109,118,3.78,1.04,2.81,207,1542,0.00,2.36,0.000,0.00,1.000,-9.37,4.3,21,0.00,0
358.426,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.73,-11.73,14.61,0.14,0.15,13.39,190,0.875,0,0.00,0.00,4,605,438,3,0.0,7.50,0.83,0.653,178,109,118,3.72,1.02,2.78,206,1525,0.00,2.45,0.000,0.00,1.000,-9.28,4.3,21,0.00,0
358.491,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.72,-11.73,14.61,0.14,0.15,13.39,190,0.875,0,0.00,0.00,4,605,438,3,0.0,7.50,0.82,0.653,178,109,118,3.71,1.02,2.78,206,1513,0.00,2.50,0.000,0.00,1.000,-9.24,4.3,21,0.00,0
358.561,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.72,-11.72,14.61,0.14,0.15,13.39,190,0.875,0,0.00,0.00,4,605,438,3,0.0,7.50,0.82,0.653,178,109,118,3.71,1.02,2.78,206,1498,0.00,2.54,0.000,0.00,1.000,-9.18,4.3,21,0.00,0
358.635,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.70,-11.71,14.61,0.14,0.15,13.34,190,0.875,0,0.00,0.00,4,605,438,3,0.0,7.50,0.80,0.653,177,109,118,3.66,1.02,2.80,206,1477,0.00,2.60,0.000,0.00,1.000,-9.11,4.3,21,0.00,0
358.695,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.68,-11.69,14.61,0.14,0.15,13.34,190,0.875,0,0.00,0.00,4,605,438,3,0.0,7.50,0.80,0.653,177,109,118,3.64,1.02,2.82,206,1468,0.00,2.64,0.000,0.00,1.000,-9.05,4.3,21,0.00,0
358.775,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.92,-11.66,-11.67,14.61,0.14,0.15,13.34,190,0.875,0,0.00,0.00,4,610,438,3,0.0,7.00,0.79,0.653,177,109,118,3.61,1.02,2.85,206,1453,0.00,2.67,0.000,0.00,1.000,-9.01,4.3,20,0.00,0
358.840,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.66,-11.65,14.61,0.14,0.15,13.34,190,0.875,0,0.00,0.00,4,610,438,3,0.0,7.00,0.78,0.653,176,109,118,3.58,1.02,2.84,206,1428,0.00,2.73,0.000,0.00,1.000,-8.92,4.3,20,0.00,0
358.895,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.63,-11.64,14.61,0.14,0.15,13.34,190,0.875,0,0.00,0.00,4,610,438,3,0.0,7.00,0.77,0.653,175,109,118,3.55,1.00,2.88,206,1421,0.00,2.77,0.000,0.00,1.000,-8.86,4.3,20,0.00,0
358.977,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.60,-11.62,14.61,0.14,0.15,13.34,190,0.875,0,0.00,0.00,4,610,438,3,0.0,7.00,0.77,0.653,176,109,118,3.54,1.00,2.90,206,1414,0.00,2.77,0.000,0.00,1.000,-8.85,4.3,19,0.00,0
359.038,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.63,-11.61,14.61,0.14,0.15,13.34,190,0.875,0,0.00,0.00,4,610,438,3,0.0,7.00,0.76,0.653,175,109,118,3.49,1.00,2.88,207,1394,0.00,2.86,0.000,0.00,1.000,-8.75,4.3,19,0.00,0
359.097,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.58,-11.59,14.61,0.14,0.15,13.34,190,0.875,0,0.00,0.00,4,610,438,3,0.0,6.50,0.75,0.653,175,109,118,3.46,1.00,2.93,207,1375,0.00,2.92,0.000,0.00,1.000,-8.68,3.9,19,0.00,0
359.155,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.60,-11.59,14.61,0.14,0.15,13.34,190,0.875,0,0.00,0.00,4,616,438,3,0.0,6.50,0.75,0.653,174,109,118,3.45,0.98,2.91,207,1371,0.00,2.92,0.000,0.00,1.000,-8.66,3.9,19,0.00,0
359.241,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.52,-11.57,-11.58,14.61,0.14,0.15,13.34,190,0.875,0,0.00,0.00,4,616,438,3,0.0,6.50,0.74,0.653,174,109,118,3.41,0.98,2.93,207,1353,0.00,2.95,0.000,0.00,1.000,-8.62,3.9,19,0.00,0
359.309,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.58,-11.58,14.61,0.14,0.15,13.30,190,0.875,0,0.00,0.00,4,616,438,3,0.0,6.50,0.73,0.653,174,109,118,3.37,0.98,2.92,207,1333,0.00,3.07,0.000,0.00,1.000,-8.52,3.9,19,0.00,0
359.355,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.58,-11.57,14.61,0.14,0.15,13.30,190,0.875,0,0.00,0.00,4,616,438,3,0.0,6.00,0.71,0.653,173,109,118,3.28,0.98,2.92,207,1298,0.00,3.14,0.000,0.00,1.000,-8.43,3.9,19,0.00,0
359.417,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.55,-11.57,14.61,0.14,0.15,13.25,190,0.875,0,0.00,0.00,4,616,438,3,0.0,6.00,0.67,0.653,171,109,118,3.13,0.98,2.95,207,1240,0.00,3.40,0.000,0.00,1.000,-8.17,3.9,18,0.00,0
359.475,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.55,-11.56,14.61,0.16,0.16,13.11,190,0.875,0,0.00,0.00,4,616,438,0,0.0,5.50,0.64,0.653,170,109,118,3.01,0.96,2.96,207,1170,0.00,3.65,0.000,0.00,1.000,-7.91,3.9,18,0.00,0
359.555,off,0.00,0.00,3.91,-2.34,22.20,0,-2,0.0,14.50,13.60,-11.49,-11.50,14.61,0.16,0.16,12.98,190,0.875,0,0.00,0.00,4,616,438,4,0.0,5.00,0.60,0.653,170,109,118,2.97,0.98,3.01,207,1105,0.00,3.91,0.000,0.00,1.000,-7.61,4.3,18,0.00,0
359.616,off,0.00,6.25,3.91,-2.34,22.20,0,-4,0.0,14.50,13.60,-11.31,-11.37,13.67,0.17,0.17,12.67,190,0.875,0,0.00,0.00,0,621,438,4,0.0,4.50,0.56,0.653,170,109,118,2.94,1.02,3.19,207,1025,0.00,4.25,0.000,0.00,1.000,-7.14,4.7,17,0.00,0
359.680,off,0.00,6.25,3.91,-2.34,22.20,0,-4,0.0,14.50,13.60,-11.17,-11.23,13.67,0.18,0.19,12.89,190,0.875,0,0.00,0.00,0,581,438,4,0.0,-16.00,0.52,0.653,170,109,118,2.92,1.04,3.33,206,961,0.00,4.46,0.000,0.00,1.000,-6.79,4.3,17,0.00,0
359.749,off,0.00,6.25,3.91,-2.34,22.20,0,-4,0.0,14.50,13.60,-10.99,-11.09,13.67,0.18,0.19,13.07,190,0.875,0,0.00,0.00,0,555,438,4,0.0,3.50,0.65,0.829,170,109,118,3.02,1.04,3.51,206,943,0.00,4.54,0.000,0.00,1.000,-6.58,4.7,17,0.00,0
359.796,off,0.00,6.25,3.91,-2.34,22.20,0,-4,0.0,14.50,13.60,-10.86,-10.95,13.67,0.19,0.20,12.84,190,0.875,0,0.00,0.00,0,532,438,4,0.0,3.50,0.66,0.829,170,109,118,3.21,1.06,3.65,206,952,0.00,4.35,0.000,0.00,1.000,-6.63,4.7,17,0.00,0
359.854,off,0.00,6.25,3.91,-2.34,22.20,0,-5,0.0,14.50,13.60,-10.82,-10.85,13.67,0.21,0.21,12.84,190,0.875,0,0.00,0.00,0,504,438,4,0.0,3.50,0.76,0.944,170,109,118,3.37,1.04,3.68,206,966,0.00,4.16,0.000,0.00,1.000,-6.70,4.7,17,0.00,0
359.936,off,0.00,6.25,3.91,-2.34,22.20,0,-5,0.0,14.50,13.60,-10.77,-10.80,13.67,0.21,0.21,12.84,190,0.875,0,0.00,0.00,0,455,438,4,0.0,3.50,0.78,0.944,170,109,118,3.52,1.04,3.74,206,986,0.00,4.02,0.000,0.00,1.000,-6.78,4.3,16,0.00,0
360.001,off,0.00,6.25,3.91,-2.34,22.20,0,-5,0.0,14.50,13.60,-10.74,-10.78,13.67,0.21,0.22,12.84,190,0.875,0,0.00,0.00,0,421,438,4,0.0,4.00,0.84,1.011,170,109,118,3.60,1.02,3.76,206,1000,0.00,3.90,0.000,0.00,1.000,-6.88,4.3,16,0.00,0
360.056,off,0.00,6.25,3.91,-2.34,22.20,0,-5,0.0,14.50,13.60,-10.79,-10.80,13.67,0.21,0.21,12.67,190,0.875,0,0.00,0.00,0,410,438,4,0.0,4.00,0.85,1.011,170,109,118,3.62,1.00,3.71,206,1011,0.00,3.87,0.000,0.00,1.000,-6.94,3.9,16,0.00,0
360.126,off,0.00,6.25,3.91,-2.34,22.20,0,-4,0.0,14.50,13.60,-10.83,-10.85,13.67,0.21,0.21,12.67,190,0.875,0,0.00,0.00,0,390,438,3,0.0,4.00,0.94,1.104,170,109,118,3.61,0.96,3.67,206,1018,0.00,3.86,0.000,0.00,1.000,-6.98,3.9,16,0.00,0
360.171,off,0.00,6.25,3.91,-2.34,22.20,0,-4,0.0,14.50,13.52,-10.93,-10.91,13.67,0.21,0.21,12.67,190,0.875,0,0.00,0.00,0,389,438,3,0.0,4.00,0.94,1.104,170,109,118,3.55,0.94,3.57,206,1021,0.00,3.92,0.000,0.00,1.000,-6.99,3.5,16,0.00,0
360.225,off,0.00,6.25,3.91,-2.34,22.20,0,-4,0.0,14.50,13.52,-11.00,-10.99,13.67,0.19,0.21,12.67,190,0.875,0,0.00,0.00,0,379,438,3,0.0,4.00,0.92,1.085,170,109,118,3.51,0.92,3.50,206,1022,0.00,3.93,0.000,0.00,1.000,-7.01,3.5,15,0.00,0
